Mobile_Number,Age,Gender,Appointment_Date,Day_of_Week,Session_Type,Tattoo_Size,Tattoo_Style,Artist_Name,Session_Hours,Final_Rate,Additional_Services,Total_Bill,Payment_Mode,Customer_Satisfaction
5098425880,32,Male,2024-12-12,Thursday,Pre-booked,Small,Script,Artist A,2,24426,Consultation Fee,25426,UPI,5
5384463652,39,Male,2024-10-03,Thursday,Walk-in,Sleeve/Back,Script,Artist A,9,37686,None,37686,Cash,1
4032183433,31,Male,2024-06-18,Tuesday,Walk-in,Large,Custom,Artist D,6,47490,None,47490,Card,5
5044804330,43,Male,2024-07-15,Monday,Walk-in,Medium,Minimalist,Artist A,2,17476,None,17476,Cash,5
5108061573,45,Male,2024-03-12,Tuesday,Walk-in,Sleeve/Back,Script,Artist C,6,13343,Consultation Fee,14343,Card,2
4924895021,40,Male,2024-12-18,Wednesday,Pre-booked,Medium,Tribal,Artist A,2,45424,Aftercare Kit,45924,Card,3
3074059253,31,Female,2024-02-10,Saturday,Pre-booked,Small,Realism,Artist D,2,45883,None,45883,UPI,1
3399661102,41,Male,2024-09-13,Friday,Pre-booked,Small,Custom,Artist D,1,7104,None,7104,Cash,5
4263732197,19,Male,2024-06-26,Wednesday,Walk-in,Medium,Tribal,Artist C,4,48655,Consultation Fee,49655,Cash,5
3951749308,43,Female,2024-01-28,Sunday,Walk-in,Small,Custom,Artist C,2,39630,Piercing,41130,Cash,3
4736889606,31,Male,2024-02-20,Tuesday,Walk-in,Sleeve/Back,Minimalist,Artist A,9,33891,None,33891,Card,5
4044987715,24,Female,2024-08-11,Sunday,Walk-in,Large,Script,Artist D,6,9492,Piercing,10992,UPI,5
4315144891,20,Male,2024-04-28,Sunday,Walk-in,Small,Tribal,Artist D,2,40808,None,40808,UPI,5
5497762234,40,Female,2024-02-08,Thursday,Pre-booked,Medium,Realism,Artist D,2,41064,None,41064,Cash,5
4584930775,35,Female,2024-06-23,Sunday,Pre-booked,Large,Minimalist,Artist C,6,32337,None,32337,Card,2
5032638323,52,Female,2024-11-05,Tuesday,Pre-booked,Sleeve/Back,Minimalist,Artist B,8,23323,None,23323,UPI,2
5377148230,32,Other,2024-11-10,Sunday,Pre-booked,Large,Custom,Artist D,6,38378,Piercing,39878,Cash,4
5280292341,42,Male,2024-10-31,Thursday,Pre-booked,Medium,Minimalist,Artist A,2,8399,None,8399,Card,1
4476426754,54,Female,2024-07-22,Monday,Walk-in,Large,Tribal,Artist C,4,31177,None,31177,Card,3
4827524957,45,Male,2024-06-16,Sunday,Walk-in,Medium,Custom,Artist A,4,13545,Piercing,15045,Cash,4
5363900493,27,Male,2024-01-16,Tuesday,Walk-in,Medium,Minimalist,Artist D,2,22187,None,22187,Cash,2
4420737819,34,Male,2024-11-20,Wednesday,Pre-booked,Small,Realism,Artist A,1,28594,Consultation Fee,29594,Cash,2
4511014697,39,Male,2024-05-19,Sunday,Pre-booked,Small,Tribal,Artist A,2,6561,None,6561,UPI,2
4948821078,43,Male,2024-08-18,Sunday,Walk-in,Medium,Realism,Artist C,4,41207,Consultation Fee,42207,Cash,4
4163577186,42,Female,2024-09-08,Sunday,Pre-booked,Small,Realism,Artist C,2,9126,None,9126,Cash,2
4316935719,34,Male,2024-04-26,Friday,Pre-booked,Small,Custom,Artist C,1,46925,Aftercare Kit,47425,Card,4
4079770569,30,Female,2024-07-01,Monday,Walk-in,Large,Script,Artist A,5,41086,Consultation Fee,42086,Cash,2
3990153355,37,Female,2024-10-10,Thursday,Walk-in,Small,Custom,Artist A,1,26832,None,26832,Cash,5
3518213060,42,Male,2024-07-11,Thursday,Pre-booked,Medium,Tribal,Artist C,2,23457,None,23457,UPI,5
3827143233,21,Male,2024-08-09,Friday,Pre-booked,Medium,Tribal,Artist D,4,34394,Aftercare Kit,34894,Cash,1
4355268102,27,Male,2024-04-05,Friday,Walk-in,Sleeve/Back,Custom,Artist D,8,44270,Piercing,45770,UPI,2
3513483708,20,Male,2024-12-14,Saturday,Pre-booked,Medium,Script,Artist B,3,45264,Piercing,46764,Card,1
5301518177,35,Male,2024-10-26,Saturday,Walk-in,Small,Custom,Artist D,2,6029,None,6029,UPI,4
3795212538,53,Male,2024-12-04,Wednesday,Pre-booked,Medium,Tribal,Artist B,3,7933,None,7933,Card,1
3822662216,39,Male,2024-07-13,Saturday,Pre-booked,Large,Script,Artist B,4,16261,None,16261,Cash,2
3929364954,51,Female,2024-02-13,Tuesday,Pre-booked,Sleeve/Back,Tribal,Artist B,10,11104,None,11104,UPI,4
5079617090,25,Female,2024-11-12,Tuesday,Pre-booked,Medium,Script,Artist B,4,40061,None,40061,Card,4
4187556862,36,Male,2024-05-31,Friday,Pre-booked,Small,Script,Artist C,2,43689,Consultation Fee,44689,UPI,5
5532256470,54,Female,2024-05-06,Monday,Pre-booked,Sleeve/Back,Custom,Artist B,10,2012,Aftercare Kit,2512,Card,4
5253298195,23,Male,2024-12-31,Tuesday,Walk-in,Small,Custom,Artist B,1,11615,None,11615,UPI,4
4215470157,43,Male,2024-02-07,Wednesday,Pre-booked,Medium,Custom,Artist A,2,45311,None,45311,UPI,1
3431756350,51,Female,2024-02-12,Monday,Walk-in,Medium,Script,Artist A,4,11779,None,11779,UPI,4
3833728665,23,Male,2024-05-17,Friday,Pre-booked,Small,Script,Artist C,2,31686,None,31686,Card,3
4272368870,54,Male,2024-03-19,Tuesday,Pre-booked,Small,Tribal,Artist A,2,36816,None,36816,Card,5
3977032766,50,Other,2024-07-13,Saturday,Pre-booked,Small,Realism,Artist A,1,21103,None,21103,UPI,5
4549972386,39,Female,2024-12-30,Monday,Pre-booked,Medium,Custom,Artist C,4,27557,Consultation Fee,28557,UPI,4
3770695571,38,Female,2024-11-20,Wednesday,Pre-booked,Sleeve/Back,Tribal,Artist C,10,42342,Piercing,43842,UPI,1
4298229437,23,Female,2024-03-19,Tuesday,Walk-in,Small,Tribal,Artist C,1,39875,None,39875,Card,5
3060766757,23,Female,2024-07-18,Thursday,Pre-booked,Large,Minimalist,Artist B,4,31305,None,31305,UPI,5
5294092753,21,Male,2024-06-11,Tuesday,Walk-in,Small,Custom,Artist D,2,14823,Piercing,16323,Cash,3
3543669676,47,Male,2024-07-03,Wednesday,Walk-in,Medium,Tribal,Artist D,3,15478,Consultation Fee,16478,Card,4
4178158203,28,Male,2024-02-24,Saturday,Walk-in,Small,Minimalist,Artist D,1,46663,Consultation Fee,47663,Cash,5
3195488441,47,Male,2024-02-16,Friday,Pre-booked,Sleeve/Back,Custom,Artist C,9,22748,Aftercare Kit,23248,Card,5
3234187462,48,Male,2024-01-03,Wednesday,Pre-booked,Large,Script,Artist B,5,21643,None,21643,UPI,5
5376658660,41,Male,2024-06-06,Thursday,Pre-booked,Medium,Minimalist,Artist D,4,39373,Consultation Fee,40373,Cash,5
4254717325,26,Female,2024-08-15,Thursday,Pre-booked,Large,Script,Artist A,6,46535,None,46535,UPI,1
3542366274,20,Female,2024-07-03,Wednesday,Walk-in,Medium,Realism,Artist A,3,21958,Aftercare Kit,22458,Card,2
5108307952,48,Female,2024-05-18,Saturday,Walk-in,Sleeve/Back,Realism,Artist B,6,30490,None,30490,Cash,3
3440610570,54,Male,2024-02-22,Thursday,Pre-booked,Large,Realism,Artist A,6,49041,Aftercare Kit,49541,Card,1
3052679490,53,Female,2024-03-08,Friday,Pre-booked,Sleeve/Back,Realism,Artist D,8,24561,None,24561,Card,3
5465587067,41,Male,2024-02-14,Wednesday,Pre-booked,Medium,Tribal,Artist C,4,7851,None,7851,Cash,5
4221228113,48,Female,2024-04-05,Friday,Walk-in,Small,Realism,Artist C,2,40189,None,40189,UPI,3
5016044512,23,Male,2024-08-08,Thursday,Pre-booked,Medium,Tribal,Artist C,3,2532,Aftercare Kit,3032,UPI,4
5056061866,19,Female,2024-08-17,Saturday,Pre-booked,Small,Tribal,Artist B,1,42074,Piercing,43574,Cash,4
4891799103,37,Male,2024-10-12,Saturday,Walk-in,Medium,Custom,Artist A,3,35451,Aftercare Kit,35951,Cash,2
4463320861,45,Female,2024-10-11,Friday,Pre-booked,Medium,Tribal,Artist C,4,28489,Piercing,29989,Card,2
3791835934,28,Female,2024-09-19,Thursday,Pre-booked,Medium,Tribal,Artist C,2,10359,None,10359,UPI,3
3220661337,21,Male,2024-07-27,Saturday,Pre-booked,Small,Realism,Artist B,2,21279,None,21279,Cash,1
4084386400,32,Male,2024-02-22,Thursday,Walk-in,Small,Tribal,Artist C,1,6090,None,6090,Cash,1
5051831252,23,Other,2024-01-14,Sunday,Pre-booked,Medium,Script,Artist A,2,26197,None,26197,Card,5
3490000526,47,Male,2024-02-15,Thursday,Walk-in,Sleeve/Back,Realism,Artist A,7,37971,Piercing,39471,UPI,1
3280647907,19,Female,2024-06-30,Sunday,Walk-in,Small,Minimalist,Artist A,1,5481,Piercing,6981,Card,2
4721025347,32,Female,2024-10-10,Thursday,Pre-booked,Medium,Realism,Artist B,4,2055,Aftercare Kit,2555,Card,1
5112035409,28,Male,2024-02-17,Saturday,Pre-booked,Large,Tribal,Artist D,4,48095,None,48095,UPI,5
3318180503,25,Male,2024-11-01,Friday,Walk-in,Medium,Script,Artist D,2,38702,None,38702,UPI,4
5478286982,43,Male,2024-11-02,Saturday,Pre-booked,Small,Realism,Artist B,1,25543,Aftercare Kit,26043,UPI,1
3230249217,22,Female,2024-06-15,Saturday,Pre-booked,Medium,Script,Artist C,4,9189,Aftercare Kit,9689,Card,1
3651662547,23,Male,2024-07-16,Tuesday,Pre-booked,Small,Minimalist,Artist C,2,20494,None,20494,UPI,2
3640798731,43,Male,2024-01-07,Sunday,Pre-booked,Sleeve/Back,Minimalist,Artist A,6,4043,None,4043,UPI,3
5417377633,21,Male,2024-05-29,Wednesday,Pre-booked,Small,Custom,Artist A,1,17416,None,17416,UPI,4
4304963614,36,Female,2024-07-30,Tuesday,Pre-booked,Small,Custom,Artist D,2,30292,Consultation Fee,31292,UPI,3
3365849190,37,Female,2024-07-17,Wednesday,Walk-in,Small,Realism,Artist C,1,48020,Piercing,49520,UPI,5
4065972034,50,Other,2024-02-13,Tuesday,Walk-in,Small,Custom,Artist D,1,40676,None,40676,Cash,5
3508745584,37,Male,2024-10-13,Sunday,Pre-booked,Large,Script,Artist B,4,27838,None,27838,Card,3
5396905421,29,Female,2024-05-04,Saturday,Pre-booked,Small,Custom,Artist C,2,42974,Piercing,44474,UPI,2
4787453807,18,Female,2024-10-19,Saturday,Pre-booked,Small,Script,Artist A,2,22848,None,22848,Cash,2
3969318858,43,Female,2024-09-23,Monday,Walk-in,Medium,Custom,Artist A,2,48646,None,48646,Card,2
5244431947,31,Female,2024-03-27,Wednesday,Walk-in,Small,Custom,Artist B,1,27086,Piercing,28586,Cash,4
4633711193,54,Male,2024-12-16,Monday,Pre-booked,Small,Custom,Artist B,1,28609,Consultation Fee,29609,UPI,5
4934944879,28,Male,2024-07-13,Saturday,Walk-in,Large,Tribal,Artist A,4,27006,Aftercare Kit,27506,Cash,5
4901472238,53,Female,2024-03-27,Wednesday,Pre-booked,Large,Tribal,Artist A,4,30520,Aftercare Kit,31020,UPI,5
4277121963,30,Male,2024-03-12,Tuesday,Walk-in,Sleeve/Back,Custom,Artist A,8,37724,None,37724,UPI,4
5527696207,20,Female,2024-05-17,Friday,Pre-booked,Large,Script,Artist C,6,15842,Piercing,17342,Cash,5
4841810119,50,Female,2024-06-03,Monday,Pre-booked,Medium,Realism,Artist B,2,45416,None,45416,Card,3
4311598149,23,Male,2024-05-17,Friday,Walk-in,Small,Minimalist,Artist A,1,13364,None,13364,Cash,1
5442244963,27,Female,2024-09-09,Monday,Pre-booked,Large,Tribal,Artist A,5,33121,Aftercare Kit,33621,Card,4
3258687184,22,Male,2024-03-15,Friday,Walk-in,Large,Custom,Artist A,5,11114,Consultation Fee,12114,Card,1
3426204934,40,Male,2024-02-02,Friday,Pre-booked,Large,Minimalist,Artist C,5,14335,None,14335,Cash,3
3892442253,27,Female,2024-03-26,Tuesday,Pre-booked,Medium,Tribal,Artist A,3,38400,None,38400,UPI,2
3906346324,19,Female,2024-08-10,Saturday,Pre-booked,Small,Realism,Artist C,2,27204,None,27204,Cash,2
4136646449,30,Male,2024-05-21,Tuesday,Pre-booked,Large,Script,Artist A,5,25611,Piercing,27111,UPI,2
3348697524,19,Male,2024-08-03,Saturday,Pre-booked,Large,Custom,Artist A,5,29343,Consultation Fee,30343,Card,4
3674555072,37,Female,2024-06-02,Sunday,Walk-in,Sleeve/Back,Realism,Artist D,6,12110,None,12110,UPI,2
4030213097,18,Female,2024-09-04,Wednesday,Walk-in,Small,Tribal,Artist C,2,20905,None,20905,Card,4
3746523513,54,Female,2024-02-09,Friday,Pre-booked,Small,Custom,Artist A,1,45913,Piercing,47413,UPI,4
5370788647,26,Male,2024-07-03,Wednesday,Pre-booked,Small,Minimalist,Artist D,1,10227,None,10227,UPI,1
3322401182,34,Male,2024-05-08,Wednesday,Pre-booked,Large,Script,Artist B,6,10800,Piercing,12300,UPI,2
3672302490,26,Male,2024-05-06,Monday,Pre-booked,Small,Tribal,Artist D,1,2760,None,2760,Cash,5
3011492154,28,Female,2024-11-16,Saturday,Pre-booked,Small,Script,Artist C,1,6701,None,6701,UPI,2
4754569613,32,Male,2024-09-10,Tuesday,Pre-booked,Sleeve/Back,Custom,Artist C,6,44492,Consultation Fee,45492,Cash,2
4934898666,41,Male,2024-10-31,Thursday,Pre-booked,Small,Realism,Artist D,2,3029,None,3029,Cash,2
5550399650,52,Female,2024-11-11,Monday,Pre-booked,Large,Script,Artist A,6,11436,Piercing,12936,Card,5
5018258729,47,Male,2024-04-10,Wednesday,Pre-booked,Small,Minimalist,Artist C,1,49273,Piercing,50773,Card,5
4250949136,48,Other,2024-08-22,Thursday,Walk-in,Large,Tribal,Artist B,5,33896,Aftercare Kit,34396,Card,4
3140187131,22,Female,2024-02-24,Saturday,Walk-in,Medium,Minimalist,Artist A,4,45117,Aftercare Kit,45617,UPI,5
3994182853,31,Female,2024-03-10,Sunday,Walk-in,Sleeve/Back,Script,Artist A,8,30621,Piercing,32121,Card,4
4237401063,28,Male,2024-06-04,Tuesday,Walk-in,Sleeve/Back,Realism,Artist A,10,10898,None,10898,Card,1
4214266162,26,Male,2024-01-04,Thursday,Walk-in,Small,Realism,Artist C,1,7548,None,7548,Cash,4
4950049698,51,Female,2024-07-21,Sunday,Pre-booked,Small,Minimalist,Artist C,2,10992,Aftercare Kit,11492,UPI,2
3305714736,29,Female,2024-06-19,Wednesday,Pre-booked,Small,Custom,Artist C,2,44090,None,44090,Card,3
4002547591,52,Female,2024-11-13,Wednesday,Pre-booked,Medium,Custom,Artist A,3,29253,None,29253,Card,3
4136253459,52,Male,2024-07-13,Saturday,Pre-booked,Large,Realism,Artist B,5,31886,None,31886,UPI,2
5533126989,18,Female,2024-06-17,Monday,Walk-in,Medium,Minimalist,Artist D,4,47573,None,47573,Card,4
3849627058,39,Female,2024-08-13,Tuesday,Walk-in,Medium,Minimalist,Artist B,2,41611,Aftercare Kit,42111,Card,2
4825957977,46,Female,2024-06-20,Thursday,Walk-in,Small,Minimalist,Artist C,2,29898,Consultation Fee,30898,Card,5
3492960451,25,Female,2024-08-08,Thursday,Pre-booked,Large,Script,Artist C,4,42845,None,42845,UPI,4
5338877621,28,Female,2024-11-29,Friday,Walk-in,Sleeve/Back,Custom,Artist C,10,13783,Aftercare Kit,14283,UPI,2
3965549222,54,Female,2024-10-31,Thursday,Walk-in,Small,Custom,Artist B,1,31779,Aftercare Kit,32279,Cash,5
3639904576,31,Male,2024-03-10,Sunday,Pre-booked,Medium,Script,Artist D,2,35385,Aftercare Kit,35885,Cash,5
4140882778,47,Male,2024-06-02,Sunday,Pre-booked,Small,Tribal,Artist B,2,29795,Piercing,31295,Cash,4
3610900200,52,Male,2024-06-13,Thursday,Walk-in,Medium,Script,Artist D,4,38179,Consultation Fee,39179,UPI,1
3306702926,38,Male,2024-11-04,Monday,Pre-booked,Medium,Minimalist,Artist A,3,31494,Consultation Fee,32494,UPI,1
3256143439,54,Male,2024-12-21,Saturday,Pre-booked,Small,Script,Artist A,1,27212,Aftercare Kit,27712,Card,5
3712632936,22,Male,2024-04-12,Friday,Pre-booked,Medium,Minimalist,Artist A,3,25285,None,25285,Cash,1
4321182659,36,Male,2024-09-02,Monday,Pre-booked,Small,Realism,Artist C,2,16794,None,16794,UPI,5
5444725646,31,Male,2024-06-09,Sunday,Walk-in,Medium,Minimalist,Artist B,2,14176,Piercing,15676,UPI,1
4239573053,43,Female,2024-03-31,Sunday,Walk-in,Medium,Custom,Artist A,4,29837,Aftercare Kit,30337,UPI,5
4886149718,21,Female,2024-07-22,Monday,Pre-booked,Small,Script,Artist A,1,41621,Aftercare Kit,42121,UPI,5
3534094883,42,Male,2024-06-12,Wednesday,Pre-booked,Large,Minimalist,Artist D,4,2486,Consultation Fee,3486,UPI,5
5013042435,42,Female,2024-05-29,Wednesday,Pre-booked,Large,Tribal,Artist D,4,39875,Aftercare Kit,40375,Cash,5
4306061701,35,Male,2024-12-21,Saturday,Pre-booked,Small,Realism,Artist C,1,34647,Consultation Fee,35647,Cash,3
4728760924,25,Male,2024-11-20,Wednesday,Pre-booked,Small,Tribal,Artist C,2,49901,None,49901,Cash,1
4169288485,31,Male,2024-09-08,Sunday,Pre-booked,Large,Tribal,Artist B,6,17515,None,17515,UPI,5
5149511642,49,Male,2024-10-21,Monday,Pre-booked,Sleeve/Back,Tribal,Artist B,10,48670,Piercing,50170,Cash,2
5319203166,50,Female,2024-05-04,Saturday,Pre-booked,Small,Realism,Artist D,1,34881,Piercing,36381,Card,4
5120834317,40,Female,2024-06-15,Saturday,Walk-in,Small,Realism,Artist A,2,19645,None,19645,Card,2
4880160025,32,Male,2024-07-11,Thursday,Pre-booked,Small,Realism,Artist B,1,28924,None,28924,Card,2
3345495128,50,Male,2024-05-23,Thursday,Walk-in,Medium,Realism,Artist B,4,37793,None,37793,UPI,3
3171200764,42,Male,2024-07-20,Saturday,Walk-in,Small,Tribal,Artist B,2,39771,None,39771,Cash,1
4855548990,34,Male,2024-07-05,Friday,Pre-booked,Small,Custom,Artist B,1,26049,Consultation Fee,27049,Card,3
4384360647,50,Male,2024-02-28,Wednesday,Walk-in,Medium,Custom,Artist B,3,4192,Consultation Fee,5192,UPI,1
4075321966,19,Male,2024-10-15,Tuesday,Walk-in,Medium,Realism,Artist A,4,4481,None,4481,Cash,5
3111088881,31,Female,2024-04-12,Friday,Walk-in,Small,Script,Artist B,1,39234,Aftercare Kit,39734,UPI,3
3392245997,23,Female,2024-10-30,Wednesday,Pre-booked,Medium,Minimalist,Artist A,2,33671,None,33671,UPI,4
3983222878,23,Male,2024-10-06,Sunday,Pre-booked,Medium,Script,Artist A,2,48195,None,48195,UPI,1
5470461357,20,Female,2024-04-02,Tuesday,Pre-booked,Small,Script,Artist A,1,26155,None,26155,UPI,3
5521673791,24,Male,2024-12-15,Sunday,Walk-in,Small,Script,Artist C,2,9416,Aftercare Kit,9916,Card,4
3089101055,25,Male,2024-10-08,Tuesday,Pre-booked,Large,Custom,Artist B,4,40028,None,40028,Card,2
4157541038,32,Male,2024-01-14,Sunday,Pre-booked,Small,Minimalist,Artist C,1,33557,Consultation Fee,34557,Cash,5
5474961963,46,Female,2024-08-24,Saturday,Walk-in,Large,Script,Artist C,4,47252,Aftercare Kit,47752,Cash,5
3172793727,50,Other,2024-12-28,Saturday,Pre-booked,Sleeve/Back,Realism,Artist C,10,7247,Piercing,8747,Cash,2
3752438459,47,Female,2024-04-17,Wednesday,Walk-in,Small,Custom,Artist B,1,11311,None,11311,Card,3
5020785643,44,Male,2024-08-12,Monday,Pre-booked,Small,Realism,Artist B,2,49853,None,49853,UPI,2
5228932714,53,Female,2024-05-29,Wednesday,Pre-booked,Medium,Realism,Artist B,4,49926,Consultation Fee,50926,Card,4
4899360801,46,Male,2024-12-20,Friday,Pre-booked,Large,Script,Artist C,6,36498,Aftercare Kit,36998,Card,1
4194673401,50,Female,2024-02-05,Monday,Walk-in,Sleeve/Back,Realism,Artist B,6,20312,None,20312,Card,3
3779489931,54,Male,2024-07-28,Sunday,Pre-booked,Large,Minimalist,Artist D,5,32470,None,32470,Card,1
5513971584,44,Male,2024-12-10,Tuesday,Pre-booked,Small,Realism,Artist D,1,35878,None,35878,UPI,2
4872111746,50,Female,2024-09-12,Thursday,Pre-booked,Medium,Script,Artist A,3,7127,None,7127,Cash,5
5111946238,21,Female,2024-03-12,Tuesday,Pre-booked,Medium,Realism,Artist A,2,36298,Consultation Fee,37298,UPI,1
3391883149,39,Male,2024-11-20,Wednesday,Walk-in,Medium,Custom,Artist C,2,41981,None,41981,Card,1
5018679284,19,Female,2024-06-04,Tuesday,Walk-in,Small,Custom,Artist B,2,7796,Piercing,9296,Cash,5
4494481363,27,Male,2024-05-03,Friday,Pre-booked,Small,Custom,Artist A,2,18071,None,18071,Card,1
4753841726,22,Female,2024-05-09,Thursday,Pre-booked,Large,Tribal,Artist D,5,32962,None,32962,UPI,1
4431548670,27,Female,2024-12-03,Tuesday,Pre-booked,Medium,Custom,Artist A,2,43331,Piercing,44831,Cash,5
4378934717,50,Female,2024-03-19,Tuesday,Walk-in,Small,Custom,Artist D,1,45498,Consultation Fee,46498,Cash,5
3449253056,30,Female,2024-08-04,Sunday,Pre-booked,Small,Tribal,Artist C,1,45825,None,45825,Cash,2
3690737494,48,Male,2024-07-12,Friday,Walk-in,Large,Custom,Artist C,5,7117,Aftercare Kit,7617,UPI,2
4416495962,53,Male,2024-02-07,Wednesday,Pre-booked,Large,Script,Artist A,6,46831,Piercing,48331,UPI,1
4768002206,41,Female,2024-08-17,Saturday,Pre-booked,Small,Custom,Artist A,1,43529,None,43529,Card,3
5128023255,32,Male,2024-11-02,Saturday,Pre-booked,Small,Custom,Artist B,1,37336,Piercing,38836,Card,2
4237886015,46,Male,2024-09-02,Monday,Walk-in,Small,Tribal,Artist A,2,39986,None,39986,UPI,2
4719929315,25,Male,2024-10-25,Friday,Pre-booked,Sleeve/Back,Script,Artist B,9,22479,Aftercare Kit,22979,UPI,3
5362646960,22,Male,2024-07-24,Wednesday,Walk-in,Medium,Realism,Artist B,3,42176,None,42176,UPI,3
3157612991,46,Female,2024-09-30,Monday,Walk-in,Medium,Minimalist,Artist A,3,5458,Aftercare Kit,5958,UPI,5
4953462417,21,Male,2024-09-16,Monday,Pre-booked,Medium,Script,Artist A,4,24514,Aftercare Kit,25014,UPI,2
3378213925,29,Female,2024-12-20,Friday,Pre-booked,Small,Realism,Artist C,2,37063,None,37063,Card,4
4350840898,19,Male,2024-08-02,Friday,Walk-in,Large,Script,Artist A,6,2706,None,2706,UPI,4
4084044802,44,Male,2024-10-05,Saturday,Pre-booked,Medium,Realism,Artist A,4,32727,Consultation Fee,33727,UPI,1
4388450337,48,Male,2024-01-19,Friday,Pre-booked,Small,Realism,Artist C,1,31755,Piercing,33255,Cash,2
3497879474,53,Male,2024-07-03,Wednesday,Pre-booked,Small,Script,Artist D,2,35597,None,35597,Cash,4
4735918651,53,Male,2024-12-25,Wednesday,Walk-in,Medium,Tribal,Artist B,3,32751,None,32751,UPI,2
5210174072,43,Female,2024-10-01,Tuesday,Pre-booked,Sleeve/Back,Script,Artist A,9,39615,None,39615,Cash,2
3004943787,44,Male,2024-10-31,Thursday,Walk-in,Small,Script,Artist C,1,23726,None,23726,UPI,4
5330421741,22,Female,2024-11-22,Friday,Walk-in,Large,Realism,Artist D,4,29591,None,29591,Card,2
4984173309,37,Male,2024-02-13,Tuesday,Walk-in,Large,Minimalist,Artist C,5,25128,Consultation Fee,26128,Cash,3
4774884818,28,Male,2024-02-25,Sunday,Pre-booked,Small,Realism,Artist C,1,21308,Consultation Fee,22308,Cash,1
3232804774,27,Female,2024-05-07,Tuesday,Walk-in,Small,Custom,Artist B,1,20953,None,20953,Cash,5
3805660882,23,Male,2024-12-02,Monday,Walk-in,Small,Script,Artist B,2,12977,Aftercare Kit,13477,Cash,4
5226680251,25,Male,2024-12-06,Friday,Walk-in,Large,Script,Artist A,5,4315,Piercing,5815,Card,5
4553830525,40,Male,2024-06-30,Sunday,Pre-booked,Small,Tribal,Artist C,2,47550,Aftercare Kit,48050,UPI,1
5141011556,43,Male,2024-03-26,Tuesday,Pre-booked,Small,Realism,Artist C,1,41166,Aftercare Kit,41666,UPI,3
4898551433,29,Female,2024-11-27,Wednesday,Walk-in,Medium,Tribal,Artist D,4,21927,Aftercare Kit,22427,Card,3
3221670908,43,Male,2024-11-09,Saturday,Pre-booked,Large,Script,Artist A,6,49642,Consultation Fee,50642,Card,3
3874275988,30,Female,2024-01-23,Tuesday,Pre-booked,Small,Realism,Artist A,2,38943,None,38943,Card,3
4146997816,35,Female,2024-10-15,Tuesday,Pre-booked,Medium,Realism,Artist B,3,19068,Consultation Fee,20068,Card,4
5358880404,42,Male,2024-11-26,Tuesday,Walk-in,Medium,Custom,Artist C,3,6025,Piercing,7525,Card,4
3562697526,50,Female,2024-12-12,Thursday,Pre-booked,Medium,Custom,Artist C,3,43241,Aftercare Kit,43741,Cash,2
4237075775,29,Male,2024-11-27,Wednesday,Pre-booked,Large,Minimalist,Artist A,5,33009,None,33009,Cash,2
4881694278,53,Female,2024-07-23,Tuesday,Pre-booked,Small,Custom,Artist A,2,39889,Piercing,41389,Cash,1
5081821325,21,Male,2024-06-18,Tuesday,Walk-in,Large,Realism,Artist B,5,13080,None,13080,Cash,2
3521521078,22,Female,2024-08-08,Thursday,Pre-booked,Medium,Custom,Artist B,4,39542,None,39542,UPI,1
